calibrationPoint_x,calibrationPoint_y,left_gazePoint_x,left_gazePoint_y,left_gazePoint_isValid,left_accuracy,right_gazePoint_x,right_gazePoint_y,right_gazePoint_isValid,right_accuracy
0.500,0.900,0.496,0.886,True,0.3412108778429115,0.511,0.877,True,0.7024232645428583
0.500,0.100,0.499,0.096,True,0.111014638391282,0.509,0.130,True,0.8002706706654976
0.500,0.500,0.492,0.510,True,0.40067497795939744,0.507,0.486,True,0.46396244689293553
0.900,0.900,0.903,0.883,True,0.38178990186446526,0.893,0.910,True,0.3552361258718406
0.900,0.100,0.894,0.073,True,0.6409928296398562,0.907,0.115,True,0.4387988762862278
0.900,0.500,0.904,0.486,True,0.36860959728716125,0.900,0.526,True,0.5832740699374312
0.100,0.900,0.107,0.905,True,0.3103583595967052,0.089,0.878,True,0.6582988691455967
0.100,0.100,0.094,0.132,True,0.8060962263658098,0.113,0.120,True,0.7070932231678171
0.100,0.500,0.103,0.543,True,0.973879258001034,0.077,0.469,True,1.1703506606114615
