calibrationPoint_x,calibrationPoint_y,left_gazePoint_x,left_gazePoint_y,left_gazePoint_isValid,left_accuracy,right_gazePoint_x,right_gazePoint_y,right_gazePoint_isValid,right_accuracy
0.500,0.900,0.493,0.897,True,0.32831838150207204,0.510,0.899,True,0.44319068192555733
0.500,0.100,0.503,0.111,True,0.28501370003073134,0.506,0.106,True,0.30145547721735966
0.500,0.500,0.496,0.503,True,0.18711896661380933,0.505,0.492,True,0.28515298815938195
0.900,0.900,0.904,0.888,True,0.306069667847396,0.897,0.925,True,0.5766996877871975
0.900,0.100,0.898,0.085,True,0.355184104240152,0.897,0.140,True,0.9280378027845586
0.900,0.500,0.901,0.495,True,0.12019009976728512,0.898,0.530,True,0.7225872752079567
0.100,0.900,0.092,0.905,True,0.32546080794122645,0.089,0.875,True,0.7467795974471869
0.100,0.100,0.107,0.118,True,0.5180723185715124,0.110,0.071,True,0.8169730223151532
0.100,0.500,0.096,0.502,True,0.16177722222090551,0.099,0.462,True,0.9090228432352205
