calibrationPoint_x,calibrationPoint_y,left_gazePoint_x,left_gazePoint_y,left_gazePoint_isValid,left_accuracy,right_gazePoint_x,right_gazePoint_y,right_gazePoint_isValid,right_accuracy
0.500,0.900,0.486,0.893,True,0.5873199566717062,0.520,0.898,True,0.8353805804315471
0.500,0.100,0.493,0.092,True,0.35035325777084836,0.502,0.093,True,0.1870794035525023
0.500,0.500,0.498,0.521,True,0.5160145472372051,0.507,0.502,True,0.3151632285685082
0.900,0.900,0.908,0.872,True,0.6910743148543474,0.906,0.892,True,0.273040866732174
0.900,0.100,0.890,0.092,True,0.42315279233594083,0.888,0.127,True,0.7496732585443056
0.900,0.500,0.910,0.515,True,0.4987510267473567,0.895,0.521,True,0.5321814192649867
0.100,0.900,0.101,0.886,True,0.30903908067676866,0.093,0.905,True,0.2842037456584876
0.100,0.100,0.103,0.123,True,0.5640142044858862,0.106,0.090,True,0.3292155912893122
0.100,0.500,0.099,0.518,True,0.4176149640418316,0.089,0.497,True,0.4277787875832928
