calibrationPoint_x,calibrationPoint_y,left_gazePoint_x,left_gazePoint_y,left_gazePoint_isValid,left_accuracy,right_gazePoint_x,right_gazePoint_y,right_gazePoint_isValid,right_accuracy
0.500,0.500,0.499,0.502,True,0.05032402847047024,0.494,0.509,True,0.3606978566079988
0.500,0.900,0.500,0.894,True,0.15332171419254337,0.505,0.887,True,0.37328700502212087
0.500,0.100,0.499,0.103,True,0.08211743828508133,0.499,0.108,True,0.20303127925330955
0.900,0.500,0.901,0.481,True,0.4578517206299466,0.873,0.508,True,1.0792187806644051
0.900,0.900,0.903,0.879,True,0.49127325318073645,0.874,0.896,True,1.0162610122289948
0.900,0.100,0.886,0.066,True,0.9823636269945837,0.924,0.107,True,0.9632493766829384
0.100,0.500,0.102,0.523,True,0.5705507477835567,0.113,0.503,True,0.5395945871012486
0.100,0.900,0.095,0.922,True,0.5411393398920836,0.096,0.897,True,0.1733605524548807
0.100,0.100,0.096,0.135,True,0.8596748830162824,0.108,0.100,True,0.3543270828365621
