"part_ID","sugar_craving","fat_craving","unhealthy_craving","trial_id","Left_Picture","Right_Picture","accuracy","response_time","Congruence","AOI_visited","DT","First_Fix","n"
"Guest09",90,70,80,60,"FL","FS",1,818,1,"Healthy",567.002,1,2
"Guest09",90,70,80,60,"FL","FS",1,818,1,"Sugary",982.988,0,1
"Guest09",90,70,80,62,"FL","FS",1,807,0,"Healthy",331.008,1,2
"Guest09",90,70,80,62,"FL","FS",1,807,0,"Sugary",680.998,0,2
"Guest09",90,70,80,63,"FS","FL",1,564,0,"Healthy",548.991,0,2
"Guest09",90,70,80,63,"FS","FL",1,564,0,"Sugary",780.993,1,3
"Guest09",90,70,80,64,"FL","FS",1,548,1,"Healthy",333.005,0,1
"Guest09",90,70,80,64,"FL","FS",1,548,1,"Sugary",566.003,1,2
"Guest09",90,70,80,65,"FS","FL",1,810,1,"Healthy",198.989,0,1
"Guest09",90,70,80,65,"FS","FL",1,810,1,"Sugary",349.004,1,2
"Guest09",90,70,80,66,"FL","FS",1,740,0,"Healthy",867.008,1,4
"Guest09",90,70,80,66,"FL","FS",1,740,0,"Sugary",481.012,0,3
"Guest09",90,70,80,67,"FS","FL",1,654,0,"Healthy",715.009,0,3
"Guest09",90,70,80,67,"FS","FL",1,654,0,"Sugary",415.001,1,2
"Guest09",90,70,80,68,"FL","FS",1,687,1,"Healthy",982.989,1,4
"Guest09",90,70,80,68,"FL","FS",1,687,1,"Sugary",334.003,0,1
"Guest09",90,70,80,69,"FS","FL",1,771,1,"Healthy",332.006,0,1
"Guest09",90,70,80,69,"FS","FL",1,771,1,"Sugary",549.99,1,3
"Guest09",90,70,80,7,"FF","FL",1,693,0,"Salty",517.991,1,2
"Guest09",90,70,80,70,"FL","FS",1,1951,0,"Healthy",581.99,1,2
"Guest09",90,70,80,70,"FL","FS",1,1951,0,"Sugary",330.995,0,2
"Guest09",90,70,80,71,"FS","FL",1,914,0,"Healthy",464.999,1,1
"Guest09",90,70,80,72,"FL","FS",1,602,1,"Healthy",831.002,1,3
"Guest09",90,70,80,72,"FL","FS",1,602,1,"Sugary",583.001,0,2
"Guest09",90,70,80,73,"FS","FL",1,740,1,"Healthy",632.999,0,4
"Guest09",90,70,80,73,"FS","FL",1,740,1,"Sugary",448.998,1,2
"Guest09",90,70,80,74,"FL","FS",1,899,0,"Healthy",467.008,1,2
"Guest09",90,70,80,74,"FL","FS",1,899,0,"Sugary",498.995,0,2
"Guest09",90,70,80,75,"FS","FL",1,667,0,"Healthy",666.996,1,2
"Guest09",90,70,80,75,"FS","FL",1,667,0,"Sugary",466.995,0,1
"Guest09",90,70,80,76,"FL","FS",1,519,1,"Healthy",766.989,1,3
"Guest09",90,70,80,76,"FL","FS",1,519,1,"Sugary",150.004,0,1
"Guest09",90,70,80,77,"FS","FL",1,769,1,"Healthy",615.001,0,2
"Guest09",90,70,80,77,"FS","FL",1,769,1,"Sugary",381.99,1,2
"Guest09",90,70,80,78,"FL","FS",1,851,0,"Healthy",183.002,0,1
"Guest09",90,70,80,78,"FL","FS",1,851,0,"Sugary",667.008,1,2
"Guest09",90,70,80,79,"FS","FL",1,603,0,"Healthy",648.998,0,2
"Guest09",90,70,80,79,"FS","FL",1,603,0,"Sugary",515.994,1,2
"Guest09",90,70,80,8,"FL","FF",1,820,1,"Healthy",384,1,2
"Guest09",90,70,80,8,"FL","FF",1,820,1,"Salty",299.008,0,1
"Guest09",90,70,80,80,"FL","FS",1,571,1,"Healthy",913.024,1,3
"Guest09",90,70,80,80,"FL","FS",1,571,1,"Sugary",351.001,0,2
"Guest09",90,70,80,9,"FF","FL",1,525,1,"Healthy",847.986,1,3
"Guest09",90,70,80,9,"FF","FL",1,525,1,"Salty",284.006,0,1
"Guest10",65,50,57.5,1,"FF","FL",1,584,1,"Healthy",1097.998,0,3
"Guest10",65,50,57.5,1,"FF","FL",1,584,1,"Salty",265.997,1,1
"Guest10",65,50,57.5,10,"FL","FF",1,521,0,"Healthy",450.01,1,2
"Guest10",65,50,57.5,10,"FL","FF",1,521,0,"Salty",998.015,0,3
"Guest10",65,50,57.5,11,"FF","FL",1,486,0,"Healthy",182.988,0,1
"Guest10",65,50,57.5,11,"FF","FL",1,486,0,"Salty",216,1,1
"Guest10",65,50,57.5,12,"FL","FF",1,501,1,"Salty",232.999,1,1
"Guest10",65,50,57.5,13,"FF","FL",1,515,1,"Healthy",750.002,1,5
"Guest10",65,50,57.5,13,"FF","FL",1,515,1,"Salty",249.997,0,1
"Guest10",65,50,57.5,14,"FL","FF",1,419,0,"Healthy",632.998,0,2
"Guest10",65,50,57.5,14,"FL","FF",1,419,0,"Salty",316.006,1,1
"Guest10",65,50,57.5,17,"FF","FL",1,529,1,"Healthy",599.986,0,2
"Guest10",65,50,57.5,17,"FF","FL",1,529,1,"Salty",647.015,1,2
"Guest10",65,50,57.5,18,"FL","FF",1,500,0,"Healthy",302.003,0,2
"Guest10",65,50,57.5,18,"FL","FF",1,500,0,"Salty",400.012,1,2
"Guest10",65,50,57.5,19,"FF","FL",1,482,0,"Healthy",381.99,0,1
"Guest10",65,50,57.5,19,"FF","FL",1,482,0,"Salty",982.003,1,2
"Guest10",65,50,57.5,2,"FL","FF",1,460,0,"Healthy",599.002,1,3
"Guest10",65,50,57.5,2,"FL","FF",1,460,0,"Salty",782.003,0,3
"Guest10",65,50,57.5,20,"FL","FF",1,537,1,"Healthy",831.002,1,3
"Guest10",65,50,57.5,20,"FL","FF",1,537,1,"Salty",200,0,1
"Guest10",65,50,57.5,21,"FF","FL",1,517,1,"Healthy",216,0,1
"Guest10",65,50,57.5,21,"FF","FL",1,517,1,"Salty",416,1,1
"Guest10",65,50,57.5,22,"FL","FF",1,558,0,"Healthy",514.009,0,3
"Guest10",65,50,57.5,22,"FL","FF",1,558,0,"Salty",464.998,1,2
"Guest10",65,50,57.5,23,"FF","FL",1,466,0,"Healthy",881.998,0,3
"Guest10",65,50,57.5,23,"FF","FL",1,466,0,"Salty",565.005,1,2
"Guest10",65,50,57.5,24,"FL","FF",1,533,1,"Healthy",799.002,1,3
"Guest10",65,50,57.5,24,"FL","FF",1,533,1,"Salty",466.01,0,2
"Guest10",65,50,57.5,25,"FF","FL",1,509,1,"Healthy",665.997,0,3
"Guest10",65,50,57.5,25,"FF","FL",1,509,1,"Salty",448.985,1,2
"Guest10",65,50,57.5,26,"FL","FF",1,507,0,"Healthy",400.013,1,2
"Guest10",65,50,57.5,26,"FL","FF",1,507,0,"Salty",646.015,0,3
"Guest10",65,50,57.5,27,"FF","FL",1,473,0,"Salty",915.993,1,2
"Guest10",65,50,57.5,28,"FL","FF",1,537,1,"Healthy",849.998,1,3
"Guest10",65,50,57.5,28,"FL","FF",1,537,1,"Salty",399.002,0,1
"Guest10",65,50,57.5,29,"FF","FL",1,378,1,"Healthy",697.997,0,1
"Guest10",65,50,57.5,29,"FF","FL",1,378,1,"Salty",399.002,1,1
"Guest10",65,50,57.5,30,"FL","FF",1,450,0,"Salty",932.992,1,3
"Guest10",65,50,57.5,31,"FF","FL",1,454,0,"Healthy",200,0,1
"Guest10",65,50,57.5,31,"FF","FL",1,454,0,"Salty",133.005,1,1
"Guest10",65,50,57.5,32,"FL","FF",1,473,1,"Healthy",982.016,1,2
"Guest10",65,50,57.5,33,"FF","FL",1,498,1,"Healthy",864,1,4
"Guest10",65,50,57.5,33,"FF","FL",1,498,1,"Salty",332.007,0,2
"Guest10",65,50,57.5,34,"FL","FF",1,526,0,"Healthy",532.006,1,1
"Guest10",65,50,57.5,34,"FL","FF",1,526,0,"Salty",133.005,0,1
"Guest10",65,50,57.5,35,"FF","FL",1,556,0,"Healthy",466.995,0,1
"Guest10",65,50,57.5,35,"FF","FL",1,556,0,"Salty",215.987,1,1
"Guest10",65,50,57.5,36,"FL","FF",1,533,1,"Healthy",536,1,3
"Guest10",65,50,57.5,36,"FL","FF",1,533,1,"Salty",850.009,0,3
"Guest10",65,50,57.5,38,"FL","FF",1,565,0,"Healthy",498.995,1,1
"Guest10",65,50,57.5,4,"FL","FF",1,484,1,"Healthy",748.992,1,3
"Guest10",65,50,57.5,4,"FL","FF",1,484,1,"Salty",149.991,0,1
"Guest10",65,50,57.5,41,"FS","FL",1,467,1,"Healthy",948.007,0,1
"Guest10",65,50,57.5,41,"FS","FL",1,467,1,"Sugary",334.003,1,1
"Guest10",65,50,57.5,42,"FL","FS",1,551,0,"Healthy",166.004,1,1
"Guest10",65,50,57.5,42,"FL","FS",1,551,0,"Sugary",981.99,0,2
"Guest10",65,50,57.5,43,"FS","FL",1,554,0,"Healthy",716.006,1,2
"Guest10",65,50,57.5,43,"FS","FL",1,554,0,"Sugary",150.004,0,1
"Guest10",65,50,57.5,44,"FL","FS",1,643,1,"Healthy",200,1,1
"Guest10",65,50,57.5,45,"FS","FL",1,531,1,"Sugary",1431,1,3
"Guest10",65,50,57.5,46,"FL","FS",1,435,0,"Healthy",746.983,1,3
"Guest10",65,50,57.5,46,"FL","FS",1,435,0,"Sugary",431.002,0,2
"Guest10",65,50,57.5,47,"FS","FL",1,492,0,"Healthy",799.987,0,3
"Guest10",65,50,57.5,47,"FS","FL",1,492,0,"Sugary",150.003,1,1
"Guest10",65,50,57.5,48,"FL","FS",1,571,1,"Healthy",350.003,1,1
"Guest10",65,50,57.5,48,"FL","FS",1,571,1,"Sugary",314.995,0,2
"Guest10",65,50,57.5,49,"FS","FL",1,481,1,"Healthy",496.999,1,2
"Guest10",65,50,57.5,49,"FS","FL",1,481,1,"Sugary",417.011,0,1
"Guest10",65,50,57.5,5,"FF","FL",1,494,1,"Healthy",216,0,1
"Guest10",65,50,57.5,5,"FF","FL",1,494,1,"Salty",399.001,1,2
"Guest10",65,50,57.5,51,"FS","FL",1,548,0,"Healthy",1215.003,1,3
"Guest10",65,50,57.5,51,"FS","FL",1,548,0,"Sugary",198.989,0,1
"Guest10",65,50,57.5,52,"FL","FS",1,595,1,"Healthy",632.014,1,3
"Guest10",65,50,57.5,52,"FL","FS",1,595,1,"Sugary",615.001,0,2
"Guest10",65,50,57.5,53,"FS","FL",1,510,1,"Healthy",350.003,0,1
"Guest10",65,50,57.5,53,"FS","FL",1,510,1,"Sugary",449.011,1,2
"Guest10",65,50,57.5,54,"FL","FS",1,524,0,"Healthy",732.991,1,2
"Guest10",65,50,57.5,54,"FL","FS",1,524,0,"Sugary",581.99,0,2
"Guest10",65,50,57.5,55,"FS","FL",1,539,0,"Healthy",432.999,0,2
"Guest10",65,50,57.5,55,"FS","FL",1,539,0,"Sugary",354.01,1,2
"Guest10",65,50,57.5,56,"FL","FS",1,486,1,"Healthy",513.996,1,3
"Guest10",65,50,57.5,56,"FL","FS",1,486,1,"Sugary",932.019,0,4
"Guest10",65,50,57.5,57,"FS","FL",1,563,1,"Healthy",149.99,1,1
"Guest10",65,50,57.5,58,"FL","FS",1,464,0,"Healthy",1248,1,3
"Guest10",65,50,57.5,58,"FL","FS",1,464,0,"Sugary",448.999,0,1
"Guest10",65,50,57.5,59,"FS","FL",1,458,0,"Healthy",666.009,0,2
"Guest10",65,50,57.5,59,"FS","FL",1,458,0,"Sugary",448,1,2
"Guest10",65,50,57.5,6,"FL","FF",1,524,0,"Salty",598.003,1,2
"Guest10",65,50,57.5,60,"FL","FS",1,579,1,"Healthy",415.001,1,1
"Guest10",65,50,57.5,61,"FS","FL",1,575,1,"Healthy",582.003,0,2
"Guest10",65,50,57.5,61,"FS","FL",1,575,1,"Sugary",582.003,1,2
"Guest10",65,50,57.5,62,"FL","FS",1,406,0,"Healthy",183.001,1,1
"Guest10",65,50,57.5,63,"FS","FL",1,582,0,"Sugary",466.995,1,1
"Guest10",65,50,57.5,64,"FL","FS",1,597,1,"Healthy",216.999,0,1
"Guest10",65,50,57.5,64,"FL","FS",1,597,1,"Sugary",334.003,1,1
"Guest10",65,50,57.5,65,"FS","FL",1,444,1,"Healthy",249.996,0,1
"Guest10",65,50,57.5,65,"FS","FL",1,444,1,"Sugary",332.992,1,1
"Guest10",65,50,57.5,66,"FL","FS",1,571,0,"Healthy",298.995,1,1
"Guest10",65,50,57.5,66,"FL","FS",1,571,0,"Sugary",713.998,0,3
"Guest10",65,50,57.5,67,"FS","FL",1,612,0,"Healthy",115.994,0,1
"Guest10",65,50,57.5,67,"FS","FL",1,612,0,"Sugary",1313.011,1,5
"Guest10",65,50,57.5,68,"FL","FS",1,433,1,"Healthy",564.992,1,2
"Guest10",65,50,57.5,68,"FL","FS",1,433,1,"Sugary",918.002,0,3
"Guest10",65,50,57.5,69,"FS","FL",1,546,1,"Healthy",232.998,0,1
"Guest10",65,50,57.5,69,"FS","FL",1,546,1,"Sugary",1147.008,1,3
"Guest10",65,50,57.5,7,"FF","FL",1,498,0,"Healthy",764.006,0,3
"Guest10",65,50,57.5,7,"FF","FL",1,498,0,"Salty",749.005,1,2
"Guest10",65,50,57.5,70,"FL","FS",1,483,0,"Healthy",397.99,1,1
"Guest10",65,50,57.5,71,"FS","FL",1,530,0,"Healthy",699.008,0,2
"Guest10",65,50,57.5,71,"FS","FL",1,530,0,"Sugary",448.999,1,1
"Guest10",65,50,57.5,72,"FL","FS",1,549,1,"Healthy",367.002,1,2
"Guest10",65,50,57.5,72,"FL","FS",1,549,1,"Sugary",846.99,0,4
"Guest10",65,50,57.5,73,"FS","FL",1,491,1,"Healthy",300.006,0,1
"Guest10",65,50,57.5,73,"FS","FL",1,491,1,"Sugary",814.976,1,3
"Guest10",65,50,57.5,75,"FS","FL",1,478,0,"Healthy",882.995,1,3
"Guest10",65,50,57.5,75,"FS","FL",1,478,0,"Sugary",399.001,0,2
"Guest10",65,50,57.5,76,"FL","FS",1,435,1,"Healthy",284.007,1,1
"Guest10",65,50,57.5,77,"FS","FL",1,412,1,"Healthy",697.996,0,3
"Guest10",65,50,57.5,77,"FS","FL",1,412,1,"Sugary",480.999,1,2
"Guest10",65,50,57.5,78,"FL","FS",1,474,0,"Healthy",265.997,0,1
"Guest10",65,50,57.5,78,"FL","FS",1,474,0,"Sugary",633.011,1,3
"Guest10",65,50,57.5,79,"FS","FL",1,485,0,"Sugary",1314.01,1,1
"Guest10",65,50,57.5,8,"FL","FF",1,476,1,"Healthy",998.988,1,2
"Guest10",65,50,57.5,9,"FF","FL",1,529,1,"Salty",1581.017,1,2
"Guest11",60,20,40,1,"FF","FL",1,553,1,"Salty",149.991,1,1
"Guest11",60,20,40,10,"FL","FF",1,433,0,"Healthy",348.992,1,1
"Guest11",60,20,40,12,"FL","FF",1,456,1,"Healthy",282.995,1,1
"Guest11",60,20,40,15,"FF","FL",1,460,0,"Healthy",132.992,1,1
"Guest11",60,20,40,15,"FF","FL",1,460,0,"Salty",150.003,0,1
"Guest11",60,20,40,16,"FL","FF",1,532,1,"Healthy",350.003,1,2
"Guest11",60,20,40,16,"FL","FF",1,532,1,"Salty",717.005,0,2
"Guest11",60,20,40,17,"FF","FL",1,590,1,"Healthy",781.005,0,2
"Guest11",60,20,40,17,"FF","FL",1,590,1,"Salty",116.992,1,1
"Guest11",60,20,40,18,"FL","FF",1,515,0,"Healthy",464.998,0,1
"Guest11",60,20,40,18,"FL","FF",1,515,0,"Salty",449.997,1,2
"Guest11",60,20,40,19,"FF","FL",1,392,0,"Healthy",115.993,1,1
"Guest11",60,20,40,2,"FL","FF",1,475,0,"Salty",183.002,1,1
"Guest11",60,20,40,23,"FF","FL",1,449,0,"Salty",848.998,1,2
"Guest11",60,20,40,25,"FF","FL",1,515,1,"Healthy",317.005,1,1
"Guest11",60,20,40,26,"FL","FF",1,493,0,"Healthy",284.007,1,1
"Guest11",60,20,40,27,"FF","FL",1,554,0,"Salty",115.993,1,1
"Guest11",60,20,40,28,"FL","FF",1,426,1,"Healthy",434.01,1,1
"Guest11",60,20,40,29,"FF","FL",1,413,1,"Healthy",265.997,1,1
"Guest11",60,20,40,3,"FF","FL",1,444,0,"Healthy",549.005,1,2
"Guest11",60,20,40,33,"FF","FL",1,496,1,"Salty",200,1,1
"Guest11",60,20,40,34,"FL","FF",1,442,0,"Healthy",349.005,0,1
"Guest11",60,20,40,34,"FL","FF",1,442,0,"Salty",116.007,1,1
"Guest11",60,20,40,35,"FF","FL",1,435,0,"Healthy",397.991,0,2
"Guest11",60,20,40,35,"FF","FL",1,435,0,"Salty",149.005,1,1
"Guest11",60,20,40,4,"FL","FF",1,420,1,"Healthy",284.006,1,2
"Guest11",60,20,40,4,"FL","FF",1,420,1,"Salty",483.007,0,3
"Guest11",60,20,40,42,"FL","FS",1,443,0,"Healthy",216.999,0,1
"Guest11",60,20,40,42,"FL","FS",1,443,0,"Sugary",499.993,1,2
"Guest11",60,20,40,43,"FS","FL",1,501,0,"Healthy",283.008,0,1
"Guest11",60,20,40,43,"FS","FL",1,501,0,"Sugary",167.001,1,1
"Guest11",60,20,40,44,"FL","FS",1,483,1,"Healthy",116.007,0,1
"Guest11",60,20,40,44,"FL","FS",1,483,1,"Sugary",299.008,1,2
"Guest11",60,20,40,45,"FS","FL",1,516,1,"Healthy",399.002,0,1
"Guest11",60,20,40,45,"FS","FL",1,516,1,"Sugary",498.995,1,2
"Guest11",60,20,40,46,"FL","FS",1,485,0,"Healthy",400,1,1
"Guest11",60,20,40,46,"FL","FS",1,485,0,"Sugary",218.01,0,1
"Guest11",60,20,40,47,"FS","FL",1,497,0,"Healthy",133.005,0,1
"Guest11",60,20,40,47,"FS","FL",1,497,0,"Sugary",249.997,1,1
"Guest11",60,20,40,48,"FL","FS",1,467,1,"Healthy",182.003,1,1
"Guest11",60,20,40,48,"FL","FS",1,467,1,"Sugary",298.995,0,1
"Guest11",60,20,40,49,"FS","FL",1,505,1,"Healthy",449.997,1,1
"Guest11",60,20,40,50,"FL","FS",1,476,0,"Healthy",216,1,1
"Guest11",60,20,40,53,"FS","FL",1,1068,1,"Healthy",150.004,1,1
"Guest11",60,20,40,54,"FL","FS",1,432,0,"Healthy",449.997,1,2
"Guest11",60,20,40,54,"FL","FS",1,432,0,"Sugary",399.002,0,1
"Guest11",60,20,40,55,"FS","FL",1,401,0,"Healthy",449.997,0,1
"Guest11",60,20,40,55,"FS","FL",1,401,0,"Sugary",364.992,1,1
"Guest11",60,20,40,56,"FL","FS",1,469,1,"Sugary",365.006,1,2
"Guest11",60,20,40,57,"FS","FL",1,489,1,"Healthy",199.002,0,1
"Guest11",60,20,40,57,"FS","FL",1,489,1,"Sugary",200,1,1
"Guest11",60,20,40,58,"FL","FS",1,460,0,"Healthy",398.004,1,2
"Guest11",60,20,40,58,"FL","FS",1,460,0,"Sugary",432.998,0,1
"Guest11",60,20,40,59,"FS","FL",1,526,0,"Sugary",315.993,1,1
"Guest11",60,20,40,6,"FL","FF",1,486,0,"Healthy",598.004,0,2
"Guest11",60,20,40,6,"FL","FF",1,486,0,"Salty",416.999,1,2
"Guest11",60,20,40,61,"FS","FL",1,403,1,"Healthy",1198.989,0,2
"Guest11",60,20,40,61,"FS","FL",1,403,1,"Sugary",168,1,1
"Guest11",60,20,40,66,"FL","FS",1,498,0,"Healthy",166.003,1,1
"Guest11",60,20,40,66,"FL","FS",1,498,0,"Sugary",449.997,0,1
"Guest11",60,20,40,67,"FS","FL",1,446,0,"Healthy",531.008,1,1
"Guest11",60,20,40,68,"FL","FS",1,442,1,"Sugary",418.009,1,2
"Guest11",60,20,40,69,"FS","FL",1,436,1,"Healthy",399.001,0,1
"Guest11",60,20,40,69,"FS","FL",1,436,1,"Sugary",314.995,1,1
"Guest11",60,20,40,7,"FF","FL",1,461,0,"Healthy",415.002,0,1
"Guest11",60,20,40,7,"FF","FL",1,461,0,"Salty",215.987,1,1
"Guest11",60,20,40,70,"FL","FS",1,433,0,"Healthy",148.992,1,1
"Guest11",60,20,40,70,"FL","FS",1,433,0,"Sugary",167.002,0,1
"Guest11",60,20,40,71,"FS","FL",1,426,0,"Healthy",983.002,0,2
"Guest11",60,20,40,71,"FS","FL",1,426,0,"Sugary",182.003,1,1
"Guest11",60,20,40,73,"FS","FL",1,435,1,"Healthy",266.009,1,1
"Guest11",60,20,40,74,"FL","FS",1,461,0,"Healthy",200,1,1
"Guest11",60,20,40,76,"FL","FS",1,426,1,"Healthy",182.003,1,1
"Guest11",60,20,40,77,"FS","FL",1,451,1,"Healthy",298.996,1,2
"Guest11",60,20,40,77,"FS","FL",1,451,1,"Sugary",150.003,0,1
"Guest11",60,20,40,78,"FL","FS",1,491,0,"Healthy",116.992,1,1
"Guest11",60,20,40,80,"FL","FS",1,420,1,"Healthy",432.998,1,1
"Guest11",60,20,40,9,"FF","FL",1,532,1,"Healthy",482.995,0,1
"Guest11",60,20,40,9,"FF","FL",1,532,1,"Salty",232.999,1,1
"Guest12",20,20,20,1,"FF","FL",1,491,1,"Healthy",432,1,1
"Guest12",20,20,20,10,"FL","FF",1,470,0,"Healthy",483.007,0,3
"Guest12",20,20,20,10,"FL","FF",1,470,0,"Salty",149.99,1,1
"Guest12",20,20,20,11,"FF","FL",1,483,0,"Healthy",782.003,0,4
"Guest12",20,20,20,11,"FF","FL",1,483,0,"Salty",467.008,1,2
"Guest12",20,20,20,12,"FL","FF",1,495,1,"Healthy",481.997,1,3
"Guest12",20,20,20,12,"FL","FF",1,495,1,"Salty",834.01,0,4
"Guest12",20,20,20,13,"FF","FL",1,473,1,"Healthy",534.002,0,3
"Guest12",20,20,20,13,"FF","FL",1,473,1,"Salty",382.004,1,2
"Guest12",20,20,20,14,"FL","FF",1,419,0,"Salty",182.988,1,1
"Guest12",20,20,20,15,"FF","FL",1,394,0,"Healthy",599.002,1,1
"Guest12",20,20,20,15,"FF","FL",1,394,0,"Salty",216,0,1
"Guest12",20,20,20,16,"FL","FF",1,459,1,"Healthy",165.99,1,1
"Guest12",20,20,20,16,"FL","FF",1,459,1,"Salty",416.998,0,2
"Guest12",20,20,20,18,"FL","FF",1,396,0,"Healthy",281.997,0,2
"Guest12",20,20,20,18,"FL","FF",1,396,0,"Salty",551.002,1,3
"Guest12",20,20,20,19,"FF","FL",1,1133,0,"Healthy",482.009,0,1
"Guest12",20,20,20,19,"FF","FL",1,1133,0,"Salty",581.989,1,3
"Guest12",20,20,20,2,"FL","FF",1,497,0,"Healthy",915.994,1,3
"Guest12",20,20,20,2,"FL","FF",1,497,0,"Salty",399.001,0,1
"Guest12",20,20,20,20,"FL","FF",1,450,1,"Healthy",249.984,0,2
"Guest12",20,20,20,20,"FL","FF",1,450,1,"Salty",833.983,1,3
"Guest12",20,20,20,21,"FF","FL",1,446,1,"Healthy",481.997,0,2
"Guest12",20,20,20,21,"FF","FL",1,446,1,"Salty",398.989,1,2
"Guest12",20,20,20,23,"FF","FL",1,292,0,"Healthy",1132.005,1,4
"Guest12",20,20,20,23,"FF","FL",1,292,0,"Salty",365.005,0,1
"Guest12",20,20,20,26,"FL","FF",1,506,0,"Healthy",583.001,0,2
"Guest12",20,20,20,26,"FL","FF",1,506,0,"Salty",614.003,1,3
"Guest12",20,20,20,27,"FF","FL",1,476,0,"Healthy",564.992,1,3
"Guest12",20,20,20,27,"FF","FL",1,476,0,"Salty",199.002,0,1
"Guest12",20,20,20,28,"FL","FF",1,498,1,"Healthy",665.997,1,3
"Guest12",20,20,20,28,"FL","FF",1,498,1,"Salty",566.003,0,2
"Guest12",20,20,20,29,"FF","FL",1,452,1,"Healthy",1232.014,1,4
"Guest12",20,20,20,29,"FF","FL",1,452,1,"Salty",200,0,1
"Guest12",20,20,20,3,"FF","FL",1,545,0,"Healthy",946.982,0,5
"Guest12",20,20,20,3,"FF","FL",1,545,0,"Salty",298.983,1,2
"Guest12",20,20,20,30,"FL","FF",1,458,0,"Healthy",515.008,0,3
"Guest12",20,20,20,30,"FL","FF",1,458,0,"Salty",799.999,1,4
"Guest12",20,20,20,31,"FF","FL",1,451,0,"Healthy",568,1,3
"Guest12",20,20,20,31,"FF","FL",1,451,0,"Salty",351.014,0,2
"Guest12",20,20,20,32,"FL","FF",1,367,1,"Healthy",700.007,1,4
"Guest12",20,20,20,32,"FL","FF",1,367,1,"Salty",317.005,0,2
"Guest12",20,20,20,33,"FF","FL",1,469,1,"Healthy",183.002,1,1
"Guest12",20,20,20,34,"FL","FF",1,479,0,"Healthy",117.005,0,1
"Guest12",20,20,20,34,"FL","FF",1,479,0,"Salty",1016.014,1,5
"Guest12",20,20,20,35,"FF","FL",1,532,0,"Healthy",649.984,1,3
"Guest12",20,20,20,35,"FF","FL",1,532,0,"Salty",815.999,0,2
"Guest12",20,20,20,36,"FL","FF",1,443,1,"Healthy",466.01,1,3
"Guest12",20,20,20,36,"FL","FF",1,443,1,"Salty",816.012,0,4
"Guest12",20,20,20,37,"FF","FL",1,475,1,"Healthy",482.995,1,3
"Guest12",20,20,20,37,"FF","FL",1,475,1,"Salty",451.008,0,2
"Guest12",20,20,20,38,"FL","FF",1,449,0,"Salty",232.999,1,1
"Guest12",20,20,20,39,"FF","FL",1,393,0,"Healthy",299.008,1,1
"Guest12",20,20,20,39,"FF","FL",1,393,0,"Salty",383.001,0,2
"Guest12",20,20,20,4,"FL","FF",1,428,1,"Healthy",416.999,1,3
"Guest12",20,20,20,4,"FL","FF",1,428,1,"Salty",550.002,0,2
"Guest12",20,20,20,40,"FL","FF",1,383,1,"Healthy",448.999,0,2
"Guest12",20,20,20,40,"FL","FF",1,383,1,"Salty",464.986,1,3
"Guest12",20,20,20,41,"FS","FL",1,409,1,"Healthy",400.012,0,2
"Guest12",20,20,20,41,"FS","FL",1,409,1,"Sugary",216.999,1,1
"Guest12",20,20,20,42,"FL","FS",1,1204,0,"Healthy",748.019,1,2
"Guest12",20,20,20,42,"FL","FS",1,1204,0,"Sugary",167.002,0,1
"Guest12",20,20,20,43,"FS","FL",1,396,0,"Healthy",467.008,0,1
"Guest12",20,20,20,43,"FS","FL",1,396,0,"Sugary",216.998,1,1
"Guest12",20,20,20,44,"FL","FS",1,465,1,"Healthy",699.02,1,3
"Guest12",20,20,20,44,"FL","FS",1,465,1,"Sugary",682.995,0,4
"Guest12",20,20,20,45,"FS","FL",1,378,1,"Healthy",383.002,1,2
"Guest12",20,20,20,45,"FS","FL",1,378,1,"Sugary",500.007,0,2
"Guest12",20,20,20,46,"FL","FS",1,404,0,"Healthy",598.988,0,3
"Guest12",20,20,20,46,"FL","FS",1,404,0,"Sugary",465.996,1,2
"Guest12",20,20,20,47,"FS","FL",1,410,0,"Healthy",1083.008,0,4
"Guest12",20,20,20,47,"FS","FL",1,410,0,"Sugary",233.011,1,1
"Guest12",20,20,20,48,"FL","FS",1,427,1,"Healthy",116.007,1,1
"Guest12",20,20,20,48,"FL","FS",1,427,1,"Sugary",350.004,0,2
"Guest12",20,20,20,49,"FS","FL",1,443,1,"Healthy",432.999,0,2
"Guest12",20,20,20,49,"FS","FL",1,443,1,"Sugary",383.001,1,2
"Guest12",20,20,20,5,"FF","FL",1,469,1,"Healthy",816.001,1,3
"Guest12",20,20,20,5,"FF","FL",1,469,1,"Salty",448.997,0,2
"Guest12",20,20,20,50,"FL","FS",1,455,0,"Healthy",299.007,1,2
"Guest12",20,20,20,50,"FL","FS",1,455,0,"Sugary",499.993,0,2
"Guest12",20,20,20,51,"FS","FL",1,449,0,"Healthy",800.012,0,3
"Guest12",20,20,20,51,"FS","FL",1,449,0,"Sugary",532.006,1,2
"Guest12",20,20,20,52,"FL","FS",1,466,1,"Healthy",1199.002,0,3
"Guest12",20,20,20,52,"FL","FS",1,466,1,"Sugary",199.002,1,1
"Guest12",20,20,20,53,"FS","FL",1,394,1,"Healthy",232.998,0,1
"Guest12",20,20,20,53,"FS","FL",1,394,1,"Sugary",484.992,1,3
"Guest12",20,20,20,54,"FL","FS",1,482,0,"Healthy",598.004,0,2
