calibrationPoint_x,calibrationPoint_y,left_gazePoint_x,left_gazePoint_y,left_gazePoint_isValid,left_accuracy,right_gazePoint_x,right_gazePoint_y,right_gazePoint_isValid,right_accuracy
0.500,0.900,0.513,0.881,True,0.706094228800282,0.500,0.889,True,0.24136675254231932
0.500,0.100,0.494,0.152,True,1.374782781063118,0.501,0.146,True,1.1864017543528576
0.500,0.500,0.500,0.505,True,0.11605058737637819,0.502,0.499,True,0.10744083188865261
0.900,0.900,0.908,0.862,True,0.9225681418530485,0.894,0.892,True,0.25263528414859593
0.900,0.100,0.895,0.115,True,0.39923124756813877,0.910,0.100,True,0.40746787569406706
0.900,0.500,0.904,0.481,True,0.48266360973190103,0.905,0.496,True,0.21351158228600298
0.100,0.900,0.111,0.898,True,0.42999979700363156,0.094,0.891,True,0.33626201525515853
0.100,0.100,0.077,0.088,True,1.008762092520783,0.102,0.105,True,0.15396766775455717
0.100,0.500,0.101,0.514,True,0.3427315034708158,0.092,0.486,True,0.4805406021646945
