calibrationPoint_x,calibrationPoint_y,left_gazePoint_x,left_gazePoint_y,left_gazePoint_isValid,left_accuracy,right_gazePoint_x,right_gazePoint_y,right_gazePoint_isValid,right_accuracy
0.900,0.500,0.894,0.495,True,0.2440323785289138,0.897,0.497,True,0.11968570730715555
0.900,0.900,0.907,0.906,True,0.288254763654777,0.895,0.907,True,0.2627327077596533
0.900,0.100,0.897,0.081,True,0.48267301001817486,0.898,0.092,True,0.2113436018870516
0.100,0.500,0.106,0.483,True,0.49278902146954806,0.106,0.476,True,0.6452627696966147
0.100,0.900,0.087,0.923,True,0.7316714891268248,0.087,0.923,True,0.7405251225330858
0.100,0.100,0.115,0.110,True,0.7290383589747194,0.113,0.093,True,0.6251725876136902
0.500,0.500,0.494,0.487,True,0.42862429832047155,0.492,0.493,True,0.43167670006340586
0.500,0.900,0.503,0.914,True,0.34642322603360753,0.514,0.914,True,0.7073292834896279
0.500,0.100,0.500,0.110,True,0.25429947891245774,0.499,0.111,True,0.2942631652648515
