"trial_id","sx","sy","px","py","pz","duration","timestamp","trial_onset","label","label_onset","subject_nr.x","AOI_visited","subject_nr.y","fat_craving","sugar_craving","Block","practice","Arrow_Direction","Arrow_Position","Congruence","Left_Picture","Right_Picture","Pair_Number","response","response_time","accuracy","part_ID"
1,0.400631546974182,0.49024561047554,-46.2285995483398,140.549652099609,44.3194732666016,299.994,1400.998,367.001,"Pictures_Onset",336,"21","Salty",21,60,30,1,"no","up","Left",1,"FF","FL",1,"up",577,1,"Guest21"
1,0.611571431159973,0.534476220607758,54.5704765319824,129.395477294922,40.2602348327637,216,1850.995,816.998,"Pictures_Onset",785.997,"21","Healthy",21,60,30,1,"no","up","Left",1,"FF","FL",1,"up",577,1,"Guest21"
1,0.64294445514679,0.495925962924957,69.5468521118164,139.107238769531,43.7935218811035,283.994,2166.003,1132.006,"Pictures_Onset",1101.005,"21","Healthy",21,60,30,1,"no","up","Left",1,"FF","FL",1,"up",577,1,"Guest21"
2,0.604058802127838,0.503019571304321,50.9527473449707,137.366668701172,43.1599998474121,264.999,2696.998,1532.006,"Pictures_Onset",1632,"21","Salty",21,60,30,2,"no","up","Left",0,"FL","FF",1,"up",819,1,"Guest21"
3,0.549333274364471,0.522952377796173,24.7695274353027,132.328338623047,41.3261909484863,216,1629.99,600,"Pictures_Onset",564.992,"21","Healthy",21,60,30,3,"no","down","Right",0,"FF","FL",1,"down",579,1,"Guest21"
3,0.551764726638794,0.527588188648224,25.922945022583,131.121765136719,40.8876495361328,266.009,1878.989,848.999,"Pictures_Onset",813.991,"21","Healthy",21,60,30,3,"no","down","Right",0,"FF","FL",1,"down",579,1,"Guest21"
4,0.630104124546051,0.511916637420654,63.3681259155273,135.10417175293,42.3375015258789,249.997,1656,632,"Pictures_Onset",591.002,"21","Salty",21,60,30,4,"no","down","Right",1,"FL","FF",1,"down",602,1,"Guest21"
4,0.406642854213715,0.505595207214355,-43.3678550720215,136.684753417969,42.9123802185059,216,1972.992,948.992,"Pictures_Onset",907.994,"21","Healthy",21,60,30,4,"no","down","Right",1,"FL","FF",1,"down",602,1,"Guest21"
4,0.409900039434433,0.5057333111763,-41.9640007019043,136.643005371094,42.8980026245117,149.991,2222.003,1198.003,"Pictures_Onset",1157.005,"21","Healthy",21,60,30,4,"no","down","Right",1,"FL","FF",1,"down",602,1,"Guest21"
5,0.660282015800476,0.518358945846558,77.8353805541992,133.452819824219,41.7361488342285,199.001,1609.997,384,"Pictures_Onset",544.999,"21","Healthy",21,60,30,2,"no","up","Left",1,"FF","FL",2,"up",483,1,"Guest21"
5,0.613791644573212,0.498645842075348,55.5758323669434,138.445205688477,43.5533294677734,248.998,1859.994,633.997,"Pictures_Onset",794.996,"21","Healthy",21,60,30,2,"no","up","Left",1,"FF","FL",2,"up",483,1,"Guest21"
5,0.592862725257874,0.491274565458298,45.5727462768555,140.301773071289,44.2278442382812,265.997,2657.997,1432,"Pictures_Onset",1592.999,"21","Healthy",21,60,30,2,"no","up","Left",1,"FF","FL",2,"up",483,1,"Guest21"
6,0.577611088752747,0.523083329200745,38.3222236633301,132.273468017578,41.306941986084,384,1626.995,599.001,"Pictures_Onset",561.997,"21","Salty",21,60,30,3,"no","up","Left",0,"FL","FF",2,"up",633,1,"Guest21"
7,0.37571793794632,0.486025661230087,-58.2569198608398,141.686676025391,44.7333297729492,199.002,1451.008,416,"Pictures_Onset",386.01,"21","Salty",21,60,30,4,"no","down","Right",0,"FF","FL",2,"down",653,1,"Guest21"
7,0.614333391189575,0.505941152572632,55.8905944824219,136.608810424805,42.8837242126465,266.01,1784,748.992,"Pictures_Onset",719.002,"21","Healthy",21,60,30,4,"no","down","Right",0,"FF","FL",2,"down",653,1,"Guest21"
7,0.650666654109955,0.50125640630722,73.1982040405273,137.742568969727,43.2964057922363,200.998,2099.008,1064,"Pictures_Onset",1034.01,"21","Healthy",21,60,30,4,"no","down","Right",0,"FF","FL",2,"down",653,1,"Guest21"
7,0.444527745246887,0.507444381713867,-25.3000907897949,136.208801269531,42.7386131286621,582.003,2366.003,1330.995,"Pictures_Onset",1301.005,"21","Salty",21,60,30,4,"no","down","Right",0,"FF","FL",2,"down",653,1,"Guest21"
8,0.376166641712189,0.491854131221771,-57.9874954223633,140.155639648438,44.1743774414062,249.997,1520.998,499.993,"Pictures_Onset",456,"21","Healthy",21,60,30,1,"no","down","Right",1,"FL","FF",2,"down",715,1,"Guest21"
9,0.585555493831635,0.509177803993225,42.0951118469238,135.776901245117,42.5819969177246,232.999,1549.99,515.993,"Pictures_Onset",484.992,"21","Healthy",21,60,30,3,"no","up","Left",1,"FF","FL",3,"up",644,1,"Guest21"
10,0.372400015592575,0.48400005698204,-59.7597808837891,142.144332885742,44.8986701965332,482.995,1451.008,416,"Pictures_Onset",386.01,"21","Healthy",21,60,30,4,"no","up","Left",0,"FL","FF",3,"up",381,1,"Guest21"
11,0.62157154083252,0.506928563117981,59.3014259338379,136.369766235352,42.7983322143555,216,1714.995,681.997,"Pictures_Onset",649.997,"21","Healthy",21,60,30,1,"no","down","Right",0,"FF","FL",3,"down",642,1,"Guest21"
12,0.601878762245178,0.508696973323822,49.8918228149414,135.868041992188,42.6151504516602,350.003,1623.002,533.005,"Pictures_Onset",558.004,"21","Salty",21,60,30,2,"no","down","Right",1,"FL","FF",3,"down",726,1,"Guest21"
12,0.428149998188019,0.491799980401993,-33.1043319702148,140.180160522461,44.1845016479492,315.993,2055.002,965.005,"Pictures_Onset",990.004,"21","Healthy",21,60,30,2,"no","down","Right",1,"FL","FF",3,"down",726,1,"Guest21"
13,0.374125003814697,0.498270869255066,-58.9454231262207,138.521667480469,43.5804138183594,248.999,1368.998,332.992,"Pictures_Onset",304,"21","Salty",21,60,30,4,"no","up","Left",1,"FF","FL",4,"up",575,1,"Guest21"
13,0.614074051380157,0.50445681810379,55.6933326721191,136.984313964844,43.020378112793,432.998,1768,731.994,"Pictures_Onset",703.002,"21","Healthy",21,60,30,4,"no","up","Left",1,"FF","FL",4,"up",575,1,"Guest21"
13,0.419547587633133,0.45502382516861,-37.2167854309082,149.471328735352,47.5669059753418,448.998,2267.008,1231.002,"Pictures_Onset",1202.01,"21","Salty",21,60,30,4,"no","up","Left",1,"FF","FL",4,"up",575,1,"Guest21"
14,0.641757547855377,0.528787910938263,68.9748611450195,130.826370239258,40.7803001403809,167.002,1592,548.992,"Pictures_Onset",527.002,"21","Salty",21,60,30,1,"no","up","Left",0,"FL","FF",4,"up",492,1,"Guest21"
